postcode,lats,longs
9711LG,53.214354469281,6.56878048789709
9711LJ,53.2175424625064,6.56712919176327
9711LK,53.2166348143941,6.56783373280305
9711LL,53.2152861127434,6.56881291457649
9711LM,53.214523095622,6.56909725713721
9711LN,53.2171023020756,6.56812249309689
9711LP,53.216005619683,6.56908787991925
9711LR,53.2163692047495,6.56989251580259
9711LS,53.2163465464952,6.56946961700303
9711LT,53.2158479465273,6.56971590474794
9711LV,53.2182344786226,6.56810420159219
9711LW,53.2180209244258,6.56746333405399
9711LX,53.2179569865853,6.56707728545622
9711ME,53.2124739694969,6.56607519776987
9711NA,53.2175701547535,6.56794971313702
9711NB,53.2165927934239,6.56860868063834
9711NC,53.2176325939987,6.56835470189638
9711ND,53.2172479023577,6.56864430410686
9711NE,53.2167094164747,6.56911643182243
9711NG,53.2159968725424,6.569430275999
9711NJ,53.2167740464058,6.56795303680044
9711NM,53.2171015536977,6.56903440400997
9711NN,53.2177524388982,6.56904599874283
9711NP,53.2172901566808,6.56955511878072
9711NR,53.2168781779856,6.5699072415006
9711NS,53.2162374791036,6.57059898398323
9711NT,53.2179079779595,6.56942255619639
9711NV,53.2174182052342,6.56984149179502
9711NW,53.2168804020411,6.57029607298601
9711NX,53.2164654244474,6.57087464021839
9711NZ,53.2164099135209,6.57096829505451
9711PA,53.2175934748803,6.57031530905068
9711PB,53.2168392013788,6.5707379110879
9711PC,53.2175829192487,6.57085987919526
9711PD,53.2177725264579,6.5710344624473
9711PE,53.2173137641516,6.57150787446509
9711PG,53.2182482941126,6.56970322084193
9711PH,53.2182004332691,6.57086413267176
9711PJ,53.2178391166264,6.57127094166059
9711PK,53.2183436056953,6.57185427767082
9711PL,53.2165559098725,6.57208143426363
9711PM,53.2171928206841,6.57289149340085
9711PN,53.2166304089206,6.57151817271308
9711PP,53.2166881367132,6.57151056065505
9711PR,53.2180753053422,6.57146347595442
9711PS,53.2179962011739,6.57148696064016
9711PT,53.2167057697771,6.57143630548586
9711PV,53.2170607807062,6.57184657423301
9711RA,53.2180367706481,6.57264735693785
9711RB,53.217452603053,6.57310848926849
9711RC,53.219714308428,6.57243090548205
9711RD,53.2187460125027,6.57308005999428
9711RE,53.2181533644341,6.57350120401929
9711RG,53.2177339793037,6.57405872980392
9711RH,53.2174794019122,6.57456029339791
9711RJ,53.218384814857,6.57293411189401
9711RN,53.2193107427113,6.57377281001025
9711RP,53.2193085875019,6.5730616218942
9711RR,53.2166261712649,6.57502979738272
9711RS,53.2168247903594,6.57711468055283
9711RT,53.2169886487937,6.57699394376233
9711RV,53.2170046913007,6.57646194019688
9711RW,53.2173132594474,6.57665449083304
9711RX,53.2174976252578,6.5775333111075
9711SB,53.2172383731984,6.57788223403885
9711SC,53.2174874660628,6.57795051173496
9711SE,53.2175076809144,6.5786177360098
9711SG,53.2171722787868,6.57595169981376
9711SH,53.2175498208554,6.5770292461039
9711SJ,53.2178091212495,6.57776606170733
9711SK,53.2173070119685,6.5748529770408
9711SL,53.2177115294276,6.5754580228518
9711SM,53.218024757222,6.57658709657131
9711SR,53.2179468494117,6.57534735739587
9711ST,53.2180799840542,6.57574090604114
9711SV,53.2178901600365,6.57477576266001
9711SW,53.2178823207907,6.57445697215873
9711SX,53.2178759292862,6.57708493865774
9711TA,53.2182933275801,6.57388040384097
9711TB,53.2182236427608,6.57471223296673
9711TC,53.2180534828597,6.57611161714255
9711TD,53.2184463838713,6.57403909224042
9711TE,53.2183571615772,6.57528392122238
9711TG,53.218560002685,6.57584408374308
9711TH,53.2184449887738,6.5762922806988
9711TJ,53.2186109570794,6.57457444066028
9711TK,53.2186051265056,6.57381351106075
9711TL,53.2188416634197,6.57451817214537
9711TM,53.2190726312504,6.57483753139634
9711TN,53.2205646230062,6.57352876228193
9711TP,53.2195453615406,6.57452470452327
9711TR,53.220630189907,6.57370135789579
9711TS,53.2201169378824,6.57432065856552
9711TT,53.2200089598867,6.57434825865598
9711TV,53.2198366748862,6.57484269483385
9711TW,53.2206644467752,6.57263193186694
9711TX,53.2211472444448,6.57376624634551
9711TZ,53.2211523358936,6.57346611111224
9711VA,53.2190038478177,6.57364184578554
9711VB,53.2194284720669,6.57487255250189
9711VC,53.2197084694663,6.57573415475054
9711VD,53.2191214522676,6.57352135435444
9711VE,53.219555957896,6.57480288789414
9711VG,53.2203139518879,6.57315569865389
9711VH,53.2207517761793,6.57419506290551
9711VJ,53.2203447159599,6.5727605029613
9711VK,53.2208536185619,6.57404960782924
9711VL,53.2215562473956,6.57232464691578
9711VM,53.2217233266472,6.57179612207586
9711VN,53.2214566299684,6.57149074564726
9711VP,53.2217875591038,6.57123205019113
9711VR,53.2221433512715,6.57187430326025
9711VS,53.2219100624981,6.57102566398705
9711VV,53.2219460348542,6.56947919108251
9711VW,53.2214152367935,6.5708947789948
9711VX,53.2203466426591,6.57193154207838
9711VZ,53.2211198905494,6.57073362485858
9711XA,53.2224157667908,6.5691066413987
9711XB,53.2230609047764,6.5698907836495
9711XC,53.2185780378411,6.57661065686461
9711XD,53.2200143055301,6.57583444243614
9711XE,53.2206347344521,6.57504735667103
9711XG,53.2207499876514,6.57454674610176
9711XH,53.2211731033493,6.57425983267412
9711XJ,53.2216220364817,6.57347871370858
9711XK,53.2220971504472,6.57254479493714
9711XL,53.2225849573806,6.57154254074002
9711XM,53.2230580870115,6.57055027189883
9711XN,53.2189592517201,6.57590503018284
9711XP,53.219176609661,6.57554878265066
9711XR,53.219314752464,6.57617331328145
9711XS,53.2224596170936,6.57030342442809
9711XT,53.2221450875688,6.57068420346043
9711XV,53.2219816575126,6.57022980520125
9711XW,53.2222041299369,6.56980731575895
9712AA,53.2166891327653,6.56084205465446
9712AB,53.2166784349879,6.56008588938147
9712AC,53.217129351039,6.55984184420111
9712AD,53.2181744986653,6.55923686226415
9712AE,53.2187309557494,6.55838882625886
9712AH,53.2200125387932,6.55983305689843
9712AL,53.2194754652898,6.55838305714953
9712AM,53.2198918976097,6.55983278255489
9712AN,53.2199340102404,6.56041810579501
9712AP,53.2196086083755,6.55928389710295
9712AR,53.2191855513947,6.55814848002596
9712AS,53.2192322550522,6.55854479452072
9712AT,53.2184093894719,6.56016844618523
9712AV,53.2185866856646,6.55934407686706
9712AW,53.2174385381131,6.56131816259921
9712AX,53.217050221386,6.5611455723782
9712AZ,53.2175071788085,6.56093697805214
9712BA,53.2170859995527,6.56335323648638
9712BB,53.2169792264598,6.56276207173139
9712BC,53.2168285311654,6.56186575169144
9712BD,53.2175549736432,6.56251385452854
9712BE,53.2173002293516,6.56210852851937
9712BG,53.2176984461692,6.56216568250658
9712BH,53.2187062019795,6.56151530023749
9712BJ,53.2181551976113,6.56239333681375
9712BK,53.2180058790359,6.56245628035505
9712BL,53.218322492102,6.56160836520318
9712BM,53.2181815894087,6.56103965920206
9712BN,53.2180356684331,6.56013249138517
9712BP,53.2181147740998,6.56148812413419
9712BR,53.2179203559098,6.56044761260218
9712BS,53.2185518287053,6.56202491772978
9712BT,53.2175202459527,6.56369936606417
9712BV,53.2178511887483,6.56338922092763
9712BW,53.217324127893,6.56335784150511
9712BX,53.2177449678466,6.56314385224659
9712BZ,53.2179209002874,6.56395348626532
9712CA,53.2177160965299,6.56546415938669
9712CB,53.2173543354813,6.56435952056358
9712CC,53.2180439426461,6.5663328965946
9712CD,53.2182218098208,6.56593778168542
9712CE,53.2180888014876,6.56572647763715
9712CG,53.2183907317887,6.5653874148408
9712CH,53.2185302091791,6.56476894943666
9712CJ,53.2183903235183,6.56419731781666
9712CK,53.218270636597,6.56343006651361
9712CL,53.2183557401406,6.56468805924479
9712CM,53.2181958466528,6.56397341998273
9712CN,53.2181255248762,6.56346434361679
9712CP,53.2191595903886,6.56321035533449
9712CR,53.2197877525996,6.56083417414257
9712CS,53.2195416706766,6.55996384893151
9712CT,53.2192388764802,6.55901032079402
9712CV,53.2196787669731,6.56087057876422
9712CW,53.2194479789625,6.56010901635128
9712CX,53.2192290040406,6.55941084724089
9712CZ,53.2190272074252,6.55878530948035
9712DA,53.2209883386387,6.56480157817341
9712DB,53.2204291378324,6.56256265803068
9712EA,53.2188038853787,6.56250317205207
9712EB,53.2192472297567,6.56211294032902
9712EC,53.2197885180956,6.56169187495351
9712ED,53.2200820354215,6.56162092601458
9712EE,53.2203734986038,6.56126664844583
9712EG,53.2184488280837,6.56258456316929
9712EH,53.2188491506629,6.56210160762388
9712EJ,53.2186581283261,6.56114668156928
9712EK,53.2194761847274,6.56164677781077
9712EL,53.2200298974275,6.56126336956294
9712EM,53.2206175570628,6.56208137563056
9712EN,53.2205204678588,6.5621636970016
9712EP,53.2207026730735,6.56205509928022
9712ER,53.218898697689,6.56444911613439
9712ES,53.2191157767167,6.56555138568013
9712ET,53.2198212510561,6.56533486980227
9712EV,53.2201144303478,6.56576381493934
9712EW,53.2205198683758,6.56493240194595
9712EX,53.2207862512965,6.56484922430741
9712EZ,53.2208161994255,6.56424002244738
9712GA,53.218882410723,6.56511775704232
9712GB,53.2190812534423,6.56492471366142
9712GC,53.2196214725437,6.5643867752267
9712GD,53.2199810047806,6.56405642239013
9712GE,53.2204881579344,6.56366894342968
9712GG,53.2209740444326,6.5632925742413
9712GH,53.2189528807246,6.56472241085496
9712GJ,53.2194640811046,6.56420072234974
9712GK,53.2198837528037,6.56379311691707
9712GL,53.2201267393075,6.56361011415754
9712GM,53.220489365025,6.56318007098255
9712GN,53.2207832780625,6.5630730382569
9712GP,53.2203263075702,6.56533716126612
9712GR,53.2213696941715,6.56482104401395
9712GS,53.2211068641587,6.56376306301129
9712GT,53.221180546324,6.56467428357898
9712GV,53.2212545453164,6.56397647529992
9712GW,53.2198629208205,6.56729011763251
9712GX,53.2198957566433,6.56742674467433
9712GZ,53.2194751786099,6.56715195447494
9712HA,53.2200285790633,6.56683682259011
9712HB,53.2204692004869,6.56652871665958
9712HC,53.2206958972152,6.56634646930131
9712HD,53.2209430189696,6.566228902632
9712HE,53.2212425505548,6.56595393642039
9712HG,53.221635151856,6.56578121870001
9712HH,53.2192714398918,6.56669055088467
9712HJ,53.2197235543914,6.56652697206804
9712HK,53.2202553917686,6.56620821073706
9712HL,53.220718976465,6.56581635062172
9712HM,53.2214882092983,6.56555639264561
9712HN,53.218859807898,6.56580465898447
9712HP,53.2188692032186,6.5663986763131
9712HR,53.2190760869234,6.56681168091393
9712HS,53.218779362435,6.56834961278379
9712HT,53.2189357990439,6.56602761260287
9712HV,53.2192149066023,6.56738616764249
9712HW,53.2200305558113,6.56775232605958
9712HX,53.22088254171,6.56789668706561
9712HZ,53.2159481232977,6.56895557546322
9712JA,53.2212325607787,6.56670461470596
9712JB,53.2215495654413,6.56648828825922
9712JC,53.2214029165783,6.56747557058008
9712JD,53.2214381146808,6.56461033727057
9712JE,53.2215284442519,6.56810004435154
9712JG,53.2196650793894,6.56923511535368
9712JH,53.2202104512596,6.56852432378715
9712JK,53.2210944855741,6.56968099274733
9712JL,53.2208036385473,6.5696269271258
9712JM,53.2195964126868,6.57108460736553
9712JN,53.219638157173,6.57025766405626
9712JP,53.2189236370628,6.57117898893169
9712JR,53.2193425771037,6.57096386992914
9712JS,53.2187073420088,6.57098299460649
9712JV,53.2183768401419,6.56975489521221
9712JW,53.2185177907114,6.56914746641015
9712JX,53.2183463434534,6.56614296130369
9712JZ,53.2184598322045,6.56630704214129
9712KA,53.2184137235744,6.5696081005207
9712KB,53.2184803096362,6.57060776148631
9712KC,53.2185857481994,6.57181701514009
9712KD,53.2193173447003,6.57186938721377
9712KE,53.2188714668905,6.57210828113667
9712KG,53.2219213623778,6.56624611528536
9712KH,53.2219207624963,6.56698129819776
9712KJ,53.2215368437383,6.56902625916639
9712KK,53.2211446659098,6.57019486753053
9712KL,53.2200612809587,6.57127487978331
9712KM,53.2216905815654,6.568368091938
9712KN,53.2186063833692,6.56971491426028
9712KP,53.2225054070114,6.56558904925489
9712KR,53.2225443519896,6.56741352123633
9712KS,53.2226625301885,6.568288312503
9712KT,53.2226491692621,6.56779736164602
9712KV,53.2229223270678,6.56830778996465
9712KW,53.223015274665,6.5692914245793
9712KX,53.2241709305684,6.56835441055134
9712KZ,53.2255365790446,6.56479241135116
9712LA,53.2227909736168,6.56717390949075
9712LB,53.22304083291,6.56796365976824
9712LC,53.2232251223553,6.56876029147082
9712LD,53.2228744595342,6.56685075884798
9712LE,53.2232384918158,6.56798240346401
9712LG,53.224652618639,6.56611928984085
9712LH,53.2237618687513,6.56550542845453
9712LK,53.2244303097696,6.56448007013008
9712LL,53.2249111554922,6.56364235926253
9712LM,53.2258419548366,6.56246295839329
9712LN,53.2228290754471,6.56561129398232
9712LP,53.2233861073667,6.56491085300476
9712LR,53.2242589925582,6.56379316319203
9712LS,53.2249683387895,6.56281310313715
9712LT,53.2237216578377,6.56625383793463
9712LW,53.2230799531164,6.5648800622268
9712LX,53.223680036915,6.56424162547321
9712LZ,53.2244111121736,6.56326428905669
9712MA,53.2261493725802,6.56389246556235
9712MB,53.225586750915,6.56351279621703
9712MD,53.2252329880018,6.56455141266366
9712ME,53.2255633694479,6.56487092589688
9712MG,53.2249771046293,6.5645060230871
9712MH,53.2258178089514,6.56302872421162
9712MJ,53.2257607473263,6.56303149784797
9712MK,53.2252629175027,6.56534187314834
9712ML,53.2249156848058,6.56566445399457
9712MT,53.2240097399978,6.56764348970057
9712NA,53.2251650132046,6.56247780388588
9712NB,53.2224098127187,6.56509522621169
9712NC,53.2227554643341,6.564658556824
9712ND,53.2233045973832,6.56407671468644
9712NE,53.2239793236651,6.56336092754697
9712NG,53.2247753823623,6.56252135778648
9712NH,53.2253661546022,6.56192386527761
9712NJ,53.2258630282411,6.56151166625657
9712NK,53.2225269830082,6.56455163200685
9712NL,53.2231266017657,6.56389776713746
9712NM,53.223839917359,6.56310191568188
9712NN,53.2246362146662,6.56228270540277
9712NP,53.2255208452216,6.5613860815945
9712NR,53.2219972858518,6.56395650682359
9712NS,53.221596383062,6.56479358000332
9712NT,53.2212465716845,6.56363470486497
9712NV,53.221092597669,6.56147612466239
9712NW,53.2206990724301,6.56171140955683
9712NX,53.2214509980717,6.56093265319465
9712NZ,53.2221673720907,6.56285094269767
9712PA,53.2227592587102,6.56389854245401
9712PB,53.2225370353814,6.56330685803929
9712PC,53.2225844608297,6.56391861745268
9712PD,53.2221819746634,6.56186074908621
9712PE,53.2227366832566,6.56119806305089
9712PG,53.2237836890144,6.55990160856094
9712PH,53.2244609899126,6.55968007519067
9712PJ,53.2247931509716,6.55880941860748
9712PK,53.2250928664643,6.55832757375331
9712PL,53.2226153310667,6.56092948660087
9712PM,53.2230069911664,6.56041426737243
9712PN,53.22362142291,6.55970193684328
9712PP,53.2242847920883,6.5588328487814
9712PR,53.2246796644318,6.55831882057858
9712PS,53.2250390479866,6.55795815043006
9712PT,53.2227305796051,6.56201539791779
9712PV,53.22349651366,6.56263618205608
9712PW,53.2239143904819,6.56168511100561
9712PX,53.2235844824913,6.56089838519314
9712PZ,53.2233148254311,6.56322739858559
9712RA,53.2237926722896,6.56287809575912
9712RB,53.2241198669026,6.56242191332017
9712RC,53.2248462484453,6.56123067811549
9712RD,53.2245010892447,6.56043634768231
9712RE,53.2243550062959,6.56002081643174
9712RG,53.2242204543727,6.55973368799083
9712RH,53.2244618111837,6.56081911776939
9712RJ,53.2240726441505,6.5605061361691
9712RK,53.2245298712298,6.56101245097662
9712SB,53.2214948122952,6.56041042180513
9712SC,53.2228288078423,6.55921841993542
9712SE,53.2236959705994,6.5584724242988
9712SG,53.2246793918578,6.55764607566466
9712SH,53.2214927345379,6.56009666078567
9712SJ,53.2224399401982,6.55928032098538
9712SK,53.2239475562777,6.557986070492
9712SL,53.2247105521799,6.55730634051889
9712SM,53.2218830424422,6.55929569274986
9712SN,53.2217418705367,6.55851542378328
9712SP,53.2214527913297,6.55765916600953
9712SR,53.221698488883,6.55716747676612
9712ST,53.2209938585177,6.5569949580436
9712SV,53.2216491043949,6.55928959127362
9712SW,53.2215263811117,6.55885496682337
9712SX,53.2211586060376,6.55855444691181
9712SZ,53.2207907791915,6.55691459985347
9712TA,53.2207366637733,6.55830889687688
9712TB,53.2206095254491,6.55779799282385
9712TC,53.2205597783066,6.55753191259269
9712TD,53.2223008993184,6.56041190135379
9712TE,53.2220405246671,6.56019679857875
9712TG,53.222101212003,6.55706625012039
9712TH,53.222430081235,6.55847770702013
9712TJ,53.2219483153265,6.55756722662203
9712TK,53.2217143475542,6.55650444437505
9712TL,53.2231002510712,6.55964036344154
9712TM,53.2228992809694,6.5599177195053
9712TN,53.2228107815164,6.55950939427761
9712TP,53.2230962438367,6.55684566078293
9712TR,53.2233392633382,6.5570067182945
9712TS,53.2232828619783,6.55802757506948
9712TT,53.2227351032084,6.55636725910029
9712TV,53.223897729453,6.55874259840088
9712TW,53.2237243601665,6.5589145133572
9712TX,53.2244357272595,6.55822395708516
9712TZ,53.2243155762795,6.55828215165775
9712VA,53.2241716409513,6.55721978987401
9712VB,53.2238148257098,6.55654657892007
9712VC,53.2239962704724,6.55749285024437
9712VD,53.2236378238008,6.55655196433789
9712VE,53.2208538176054,6.56005888385118
9712VG,53.2206447704967,6.55897842844333
9712VH,53.2202466481169,6.55810113473202
9712VJ,53.219995980356,6.55721897183204
9712VK,53.2202280979885,6.56034538767319
9712VL,53.2197484480424,6.55875356718252
9712VM,53.2193032375492,6.5577924076202
9712VN,53.2201200562909,6.55657641518304
9712VR,53.2201680096829,6.5586816100736
9712VS,53.2200283263552,6.55888444816661
9712XA,53.2256387616678,6.55879326665796
9712XB,53.2256661518884,6.55967149650057
9712XC,53.2252543437103,6.55947761068154
9712XD,53.2254700288813,6.55898618829855
9712XE,53.2253051150874,6.5584174430956
9712XG,53.2248333467957,6.55711047674156
9712XH,53.2241293473295,6.55646970573344
9712XJ,53.2232655629048,6.55604765565613
9712XK,53.2221516685074,6.55606088621979
9712XL,53.2213933119258,6.5564343944202
9712XM,53.2209678764773,6.55621910863669
9712XN,53.2244628227374,6.55557354363402
9712XP,53.2259149780774,6.56077217266007
9712XR,53.2258199330912,6.55926811354344
9712XS,53.2252042245534,6.56035350547724
9713AA,53.2176585912015,6.5807873891274
9713AB,53.220540273104,6.58922429297987
9713AC,53.219409568451,6.57928185228561
9713AD,53.2200580388425,6.58001338349765
9713AE,53.2205810662843,6.57991314956466
9713AG,53.2206216329486,6.57942464606309
9713AH,53.2212767865499,6.57901644104865
9713AJ,53.2221860166848,6.57887941060244
9713AK,53.2228609898735,6.57846553703918
9713AL,53.2234122131608,6.57795126674145
9713AM,53.2242821790847,6.57681530645051
9713AN,53.2245782994464,6.57628272572959
9713AP,53.2245070710199,6.57521065426621
9713AR,53.2250365804277,6.57511781102861
9713AS,53.2254502135984,6.57387263199169
9713AT,53.2259401156102,6.5731325239006
9713AV,53.2242905307506,6.57099570193375
9713AW,53.2286535007,6.57522287379075
9713BA,53.2229075978714,6.58183728166761
9713BB,53.2231637912891,6.58150984968138
9713BC,53.2235658978592,6.58109795240511
9713BD,53.2240537414461,6.58060387094901
9713BE,53.2244926167531,6.58016826514425
9713BG,53.2311823090408,6.58658993139298
9713BH,53.2257505914118,6.57864749527293
9713BJ,53.2261116252262,6.57819787233087
9713BK,53.2264962371442,6.57770780498892
9713BL,53.2270022410989,6.57707317041689
9713BM,53.2274046665039,6.57656802694369
9713BN,53.2278135079907,6.57606704403594
9713BP,53.2281578847299,6.57612257328811
9713BR,53.2285713567927,6.57534559600596
9713BS,53.2302349977795,6.58599431287529
9713BT,53.2308975483966,6.58388176007691
9713BV,53.231393891645,6.58448571666306
9713BW,53.2310090144146,6.58623106428748
9713BX,53.2311131707649,6.58578087310008
9713BZ,53.2241541393826,6.5694123428416
9713CA,53.2225179140326,6.58066950164339
9713CB,53.2229343121869,6.58023991268128
9713CC,53.2233948522962,6.57976915973546
9713CD,53.223879086422,6.57927947240857
9713CE,53.2244166982637,6.57869631906611
9713CG,53.2249416836361,6.57808015187658
9713CH,53.2253889370052,6.57749303167526
9713CJ,53.2258505063463,6.57692649791798
9713CK,53.226475198641,6.57617474446048
9713CL,53.2269799604788,6.57547304716107
9713CM,53.2274543259502,6.57487902085863
9713CN,53.2279656922417,6.57394526582832
9713DA,53.2191229371378,6.58144857156952
9713DB,53.218520156707,6.58134847064237
9713DC,53.2182336347436,6.58214003977535
9713DD,53.219243973437,6.58274338925364
9713DE,53.2185609897989,6.58358587791941
9713DG,53.2187748486293,6.58262024427826
9713DH,53.2189918613522,6.583391710491
9713EA,53.2184626087159,6.5794199417678
9713EB,53.2184502511236,6.57947996013583
9713EC,53.2187897204955,6.58033565186716
9713ED,53.2202924418694,6.5846628044793
9713EE,53.22123529042,6.58773863897493
9713EG,53.2221037486025,6.58998205715021
9713EH,53.2227245622706,6.59174926160838
9713EJ,53.2186929695309,6.57822758565879
9713EK,53.2191841153358,6.5797375475829
9713EL,53.2196918200644,6.58081104161506
9713EM,53.2202278233975,6.58167318122456
9713EN,53.2220372153755,6.58778542556938
9713EP,53.2227098166966,6.58995605720023
9713ER,53.2231457791271,6.59128582884707
9713ES,53.2237452762616,6.59233196193459
9713EV,53.2177036105478,6.58010605242602
9713EW,53.218730865997,6.57697063620396
9713EX,53.219616569064,6.57662706693068
9713EZ,53.2223437045382,6.57286731771718
9713GA,53.2189510905201,6.57732997064253
9713GB,53.2188694786492,6.5777366713606
9713GC,53.2206236870468,6.58139959021678
